,지번주소,adr_dong,번지,전용면적(㎡),총세대수,총동수,room,bath,traffic_label,학교시설,편의시설
240,경기도 고양시 주엽동 14 ,주엽동,14,49.59,1150 ,10,2,1,2.0,1,4
241,경기도 고양시 주엽동 14 ,주엽동,14,49.59,1150 ,10,2,1,2.0,1,4
242,경기도 고양시 주엽동 14 ,주엽동,14,49.59,1150 ,10,2,1,2.0,1,4
243,경기도 고양시 주엽동 14 ,주엽동,14,49.59,1150 ,10,2,1,2.0,1,4
244,경기도 고양시 주엽동 12 ,주엽동,12,59.5,738 ,10,3,1,2.0,2,4
245,경기도 고양시 주엽동 12 ,주엽동,12,56.2,738 ,10,3,1,2.0,2,4
246,경기도 고양시 주엽동 12 ,주엽동,12,82.65,738 ,10,3,2,2.0,2,4
247,경기도 고양시 주엽동 15 ,주엽동,15,19.83,262 ,4,1,1,2.0,4,2
248,경기도 고양시 중산동 1651 ,중산동,1651,134.91,692 ,8,4,2,1.0,6,6
249,경기도 고양시 중산동 1651 ,중산동,1651,134.91,692 ,8,4,2,1.0,6,6
250,경기도 고양시 중산동 1651 ,중산동,1651,134.91,692 ,8,4,2,1.0,6,6
251,경기도 고양시 중산동 1651 ,중산동,1651,134.91,692 ,8,4,2,1.0,6,6
252,경기도 고양시 중산동 1651 ,중산동,1651,134.91,692 ,8,4,2,1.0,6,6
253,경기도 고양시 중산동 1841(일산동3지구),중산동,1841(일산동3지구),82.65,1802 ,12,4,2,0.0,2,0
254,경기도 고양시 중산동 1841(일산동3지구),중산동,1841(일산동3지구),95.87,1802 ,12,4,2,0.0,2,0
255,경기도 고양시 중산동 1700,중산동,1700,82.65,1000 ,10,3,2,0.0,0,0
256,경기도 고양시 중산동 1800 ,중산동,1800,84.66,1150 ,13,3,2,2.0,0,1
257,경기도 고양시 중산동 1717 ,중산동,1717,135.07,410 ,10,4,2,0.0,4,3
258,경기도 고양시 지축동 498-6(고양지축지구 B4블록),지축동,498-6(고양지축지구,82.65,852 ,6,4,-,0.0,0,0
259,경기도 고양시 지축동 498-6(고양지축지구 B4블록),지축동,498-6(고양지축지구,82.65,852 ,6,4,-,0.0,0,0
260,경기도 고양시 탄현동 1650,탄현동,1650,59.5,1690 ,16,3,2,0.0,0,0
261,경기도 고양시 탄현동 1650,탄현동,1650,82.65,1690 ,16,4,2,0.0,0,0
262,경기도 고양시 탄현동 1640,탄현동,1640,92.56,2700 ,8,3,2,2.0,5,1
263,경기도 고양시 탄현동 1640,탄현동,1640,92.56,2700 ,8,3,2,2.0,5,1
264,경기도 고양시 탄현동 1640,탄현동,1640,119.01,2700 ,8,3,2,2.0,5,1
265,경기도 고양시 탄현동 1640,탄현동,1640,119.01,2700 ,8,3,2,2.0,5,1
266,경기도 고양시 탄현동 121 ,탄현동,121,112.4,2588 ,28,4,2,1.0,5,3
267,경기도 고양시 탄현동 1578 ,탄현동,1578,69.42,516 ,7,3,2,2.0,4,3
268,경기도 고양시 탄현동 1578 ,탄현동,1578,69.42,516 ,7,3,2,2.0,4,3
269,경기도 고양시 탄현동 1578 ,탄현동,1578,82.65,516 ,7,3,2,2.0,4,3
270,경기도 고양시 탄현동 1578 ,탄현동,1578,82.65,516 ,7,3,2,2.0,4,3
271,경기도 고양시 탄현동 1578 ,탄현동,1578,82.65,516 ,7,3,2,2.0,4,3
272,경기도 고양시 탄현동 1579 ,탄현동,1579,72.73,308 ,3,3,2,2.0,4,3
273,경기도 고양시 탄현동 1584 ,탄현동,1584,92.56,396 ,6,3,2,2.0,4,3
274,경기도 고양시 탄현동 1584 ,탄현동,1584,92.56,396 ,6,3,2,2.0,4,3
275,경기도 고양시 탄현동 1584 ,탄현동,1584,92.56,396 ,6,3,2,2.0,4,3
276,경기도 고양시 탄현동 1583 ,탄현동,1583,99.17,241 ,3,3,2,2.0,0,3
277,경기도 고양시 탄현동 1583 ,탄현동,1583,132.23,241 ,3,4,2,2.0,0,3
278,경기도 고양시 탄현동 1583 ,탄현동,1583,132.23,241 ,3,4,2,2.0,0,3
279,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
280,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
281,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
282,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
283,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
284,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
285,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
286,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
287,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
288,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
289,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
290,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
291,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
292,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
293,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
294,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
295,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
296,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
297,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
298,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
299,경기도 고양시 탄현동 1585 ,탄현동,1585,59.5,980 ,7,3,1,2.0,4,3
300,경기도 고양시 탄현동 1485 ,탄현동,1485,99.17,480 ,4,4,2,2.0,3,3
301,경기도 고양시 탄현동 1485 ,탄현동,1485,99.17,480 ,4,4,2,2.0,3,3
302,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
303,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
304,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
305,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
306,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
307,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
308,경기도 고양시 탄현동 1485 ,탄현동,1485,122.31,480 ,4,4,2,2.0,3,3
309,경기도 고양시 탄현동 1484 ,탄현동,1484,49.26,475 ,4,2,1,2.0,4,3
310,경기도 고양시 탄현동 1484 ,탄현동,1484,49.26,475 ,4,2,1,2.0,4,3
311,경기도 고양시 탄현동 1484 ,탄현동,1484,49.26,475 ,4,2,1,2.0,4,3
312,경기도 고양시 탄현동 1480 ,탄현동,1480,50.25,726 ,6,3,1,1.0,4,3
313,경기도 고양시 탄현동 1479 ,탄현동,1479,84.4,968 ,8,3,2,2.0,4,3
314,경기도 고양시 토당동 250 ,토당동,250,84.6,296 ,5,3,2,2.0,3,4
315,경기도 고양시 풍동 1283 ,풍동,1283,82.65,382 ,5,3,2,2.0,2,4
316,경기도 고양시 풍동 1286 ,풍동,1286,82.65,888 ,10,3,2,2.0,2,4
317,경기도 고양시 풍동 1261 ,풍동,1261,84.76,982 ,20,3,2,0.0,2,4
318,경기도 고양시 풍동 1261 ,풍동,1261,84.76,982 ,20,3,2,0.0,2,4
319,경기도 고양시 풍동 1261 ,풍동,1261,84.76,982 ,20,3,2,0.0,2,4
320,경기도 고양시 풍동 1261 ,풍동,1261,84.96,982 ,20,3,2,0.0,2,4
321,경기도 고양시 풍동 1261 ,풍동,1261,84.96,982 ,20,3,2,0.0,2,4
322,경기도 고양시 풍동 1258 ,풍동,1258,51.74,1034 ,20,2,1,0.0,1,3
323,경기도 고양시 풍동 1258 ,풍동,1258,51.74,1034 ,20,2,1,0.0,1,3
324,경기도 고양시 풍동 1258 ,풍동,1258,51.74,1034 ,20,2,1,0.0,1,3
325,경기도 고양시 풍동 1258 ,풍동,1258,51.9,1034 ,20,2,1,0.0,1,3
326,경기도 고양시 풍동 1258 ,풍동,1258,59.7,1034 ,20,3,2,0.0,1,3
327,경기도 고양시 풍동 1258 ,풍동,1258,59.7,1034 ,20,3,2,0.0,1,3
